Escudo de Atenea,reduce en 412 el ataque de monstruos de tipo Lanzador de Conjuros,Mágica,L,412,ataque
Martillo de Thor,reduce en 333 el ataque de monstruos de tipo Zombi,Mágica,Z,333,ataque
Espada de Arturo,incrementa en 223 el ataque de monstruos de tipo Bestia,Mágica,B,223,ataque
Llama Infernal,aumenta en 192 la defensa de monstruos de tipo Zombi,Mágica,Z,192,defensa
Escudo de Atenea,incrementa en 190 el ataque de monstruos de tipo Guerrero,Mágica,G,190,ataque
Escudo de Atenea,aumenta en 105 la defensa de monstruos de tipo Dragón,Mágica,D,105,defensa
Martillo de Thor,incrementa en 103 el ataque de monstruos de tipo Zombi,Mágica,Z,103,ataque
Escudo de Atenea,reduce en 304 el ataque de monstruos de tipo Guerrero,Mágica,G,304,ataque
Escudo de Atenea,incrementa en 263 el ataque de monstruos de tipo Lanzador de Conjuros,Mágica,L,263,ataque
Báculo de Ra,incrementa en 402 el ataque de monstruos de tipo Demonio,Mágica,O,402,ataque
Espada de Arturo,aumenta en 279 la defensa de monstruos de tipo Zombi,Mágica,Z,279,defensa
Martillo de Thor,incrementa en 127 el ataque de monstruos de tipo Lanzador de Conjuros,Mágica,L,127,ataque
Martillo de Thor,aumenta en 312 la defensa de monstruos de tipo Demonio,Mágica,O,312,defensa
Escudo de Atenea,aumenta en 237 la defensa de monstruos de tipo Zombi,Mágica,Z,237,defensa
Espada de Arturo,reduce en 484 el ataque de monstruos de tipo Guerrero,Mágica,G,484,ataque
Llama Infernal,aumenta en 197 la defensa de monstruos de tipo Dragón,Mágica,D,197,defensa
Báculo de Ra,reduce en 359 el ataque de monstruos de tipo Zombi,Mágica,Z,359,ataque
Cloak of Shadows,reduce en 166 el ataque de monstruos de tipo Lanzador de Conjuros,Mágica,L,166,ataque
Espada de Arturo,aumenta en 395 la defensa de monstruos de tipo Zombi,Mágica,Z,395,defensa
Llama Infernal,aumenta en 421 la defensa de monstruos de tipo Guerrero,Mágica,G,421,defensa
Llama Infernal,incrementa en 459 el ataque de monstruos de tipo Guerrero,Mágica,G,459,ataque
Cloak of Shadows,aumenta en 392 la defensa de monstruos de tipo Zombi,Mágica,Z,392,defensa
Escudo de Atenea,aumenta en 343 la defensa de monstruos de tipo Guerrero,Mágica,G,343,defensa
Espada de Arturo,aumenta en 370 la defensa de monstruos de tipo Demonio,Mágica,O,370,defensa
Espada de Arturo,reduce en 145 el ataque de monstruos de tipo Bestia,Mágica,B,145,ataque
Báculo de Ra,incrementa en 218 el ataque de monstruos de tipo Demonio,Mágica,O,218,ataque
Escudo de Atenea,aumenta en 499 la defensa de monstruos de tipo Dragón,Mágica,D,499,defensa
Escudo de Atenea,reduce en 115 el ataque de monstruos de tipo Dragón,Mágica,D,115,ataque
Cloak of Shadows,incrementa en 164 el ataque de monstruos de tipo Bestia,Mágica,B,164,ataque
Escudo de Atenea,aumenta en 191 la defensa de monstruos de tipo Guerrero,Mágica,G,191,defensa
Llama Infernal,incrementa en 313 el ataque de monstruos de tipo Demonio,Mágica,O,313,ataque
Llama Infernal,reduce en 351 el ataque de monstruos de tipo Demonio,Mágica,O,351,ataque
Martillo de Thor,incrementa en 464 el ataque de monstruos de tipo Guerrero,Mágica,G,464,ataque
Llama Infernal,reduce en 197 el ataque de monstruos de tipo Bestia,Mágica,B,197,ataque
Llama Infernal,aumenta en 456 la defensa de monstruos de tipo Zombi,Mágica,Z,456,defensa
Martillo de Thor,aumenta en 159 la defensa de monstruos de tipo Bestia,Mágica,B,159,defensa
Báculo de Ra,reduce en 497 el ataque de monstruos de tipo Bestia,Mágica,B,497,ataque
Espada de Arturo,aumenta en 271 la defensa de monstruos de tipo Guerrero,Mágica,G,271,defensa
Cloak of Shadows,aumenta en 385 la defensa de monstruos de tipo Bestia,Mágica,B,385,defensa
Martillo de Thor,aumenta en 205 la defensa de monstruos de tipo Guerrero,Mágica,G,205,defensa
Báculo de Ra,incrementa en 261 el ataque de monstruos de tipo Guerrero,Mágica,G,261,ataque
Cloak of Shadows,incrementa en 365 el ataque de monstruos de tipo Lanzador de Conjuros,Mágica,L,365,ataque
Escudo de Atenea,reduce en 271 el ataque de monstruos de tipo Demonio,Mágica,O,271,ataque
Escudo de Atenea,incrementa en 293 el ataque de monstruos de tipo Lanzador de Conjuros,Mágica,L,293,ataque
Martillo de Thor,reduce en 166 el ataque de monstruos de tipo Guerrero,Mágica,G,166,ataque
Martillo de Thor,aumenta en 246 la defensa de monstruos de tipo Lanzador de Conjuros,Mágica,L,246,defensa
Llama Infernal,incrementa en 160 el ataque de monstruos de tipo Lanzador de Conjuros,Mágica,L,160,ataque
Cloak of Shadows,reduce en 188 el ataque de monstruos de tipo Dragón,Mágica,D,188,ataque
Llama Infernal,incrementa en 251 el ataque de monstruos de tipo Demonio,Mágica,O,251,ataque
Cloak of Shadows,reduce en 326 el ataque de monstruos de tipo Dragón,Mágica,D,326,ataque		
Barricada Mágica de OSCURIDAD,Barricada Mágica de OSCURIDAD, detiene el ataque de un monstruo con tipo de atributo OSCURIDAD.,Trampa,OSCURIDAD
Espejo Oscuro de TIERRA,Espejo Oscuro de TIERRA, detiene el ataque de un monstruo con tipo de atributo TIERRA.,Trampa,TIERRA
Tornado de Polvo de FUEGO,Tornado de Polvo de FUEGO, detiene el ataque de un monstruo con tipo de atributo FUEGO.,Trampa,FUEGO
Barricada Mágica de TIERRA,Barricada Mágica de TIERRA, detiene el ataque de un monstruo con tipo de atributo TIERRA.,Trampa,TIERRA
Muralla de Agua de VIENTO,Muralla de Agua de VIENTO, detiene el ataque de un monstruo con tipo de atributo VIENTO.,Trampa,VIENTO
Torbellino Aéreo de TIERRA,Torbellino Aéreo de TIERRA, detiene el ataque de un monstruo con tipo de atributo TIERRA.,Trampa,TIERRA
Barricada Mágica de AGUA,Barricada Mágica de AGUA, detiene el ataque de un monstruo con tipo de atributo AGUA.,Trampa,AGUA
Muralla de Agua de AGUA,Muralla de Agua de AGUA, detiene el ataque de un monstruo con tipo de atributo AGUA.,Trampa,AGUA
Barricada Mágica de OSCURIDAD,Barricada Mágica de OSCURIDAD, detiene el ataque de un monstruo con tipo de atributo OSCURIDAD.,Trampa,OSCURIDAD
Espejo Oscuro de VIENTO,Espejo Oscuro de VIENTO, detiene el ataque de un monstruo con tipo de atributo VIENTO.,Trampa,VIENTO
Espejo Oscuro de TIERRA,Espejo Oscuro de TIERRA, detiene el ataque de un monstruo con tipo de atributo TIERRA.,Trampa,TIERRA
Espejo Oscuro de AGUA,Espejo Oscuro de AGUA, detiene el ataque de un monstruo con tipo de atributo AGUA.,Trampa,AGUA
Torbellino Aéreo de FUEGO,Torbellino Aéreo de FUEGO, detiene el ataque de un monstruo con tipo de atributo FUEGO.,Trampa,FUEGO
Tornado de Polvo de TIERRA,Tornado de Polvo de TIERRA, detiene el ataque de un monstruo con tipo de atributo TIERRA.,Trampa,TIERRA
Torbellino Aéreo de TIERRA,Torbellino Aéreo de TIERRA, detiene el ataque de un monstruo con tipo de atributo TIERRA.,Trampa,TIERRA
Muralla de Agua de OSCURIDAD,Muralla de Agua de OSCURIDAD, detiene el ataque de un monstruo con tipo de atributo OSCURIDAD.,Trampa,OSCURIDAD
Fuego Purificador de FUEGO,Fuego Purificador de FUEGO, detiene el ataque de un monstruo con tipo de atributo FUEGO.,Trampa,FUEGO
Barricada Mágica de OSCURIDAD,Barricada Mágica de OSCURIDAD, detiene el ataque de un monstruo con tipo de atributo OSCURIDAD.,Trampa,OSCURIDAD
Torbellino Aéreo de LUZ,Torbellino Aéreo de LUZ, detiene el ataque de un monstruo con tipo de atributo LUZ.,Trampa,LUZ
Barricada Mágica de LUZ,Barricada Mágica de LUZ, detiene el ataque de un monstruo con tipo de atributo LUZ.,Trampa,LUZ
Muralla de Agua de TIERRA,Muralla de Agua de TIERRA, detiene el ataque de un monstruo con tipo de atributo TIERRA.,Trampa,TIERRA
Barricada Mágica de VIENTO,Barricada Mágica de VIENTO, detiene el ataque de un monstruo con tipo de atributo VIENTO.,Trampa,VIENTO
Barricada Mágica de OSCURIDAD,Barricada Mágica de OSCURIDAD, detiene el ataque de un monstruo con tipo de atributo OSCURIDAD.,Trampa,OSCURIDAD
Espejo Oscuro de FUEGO,Espejo Oscuro de FUEGO, detiene el ataque de un monstruo con tipo de atributo FUEGO.,Trampa,FUEGO
Espejo Oscuro de AGUA,Espejo Oscuro de AGUA, detiene el ataque de un monstruo con tipo de atributo AGUA.,Trampa,AGUA
Fuego Purificador de FUEGO,Fuego Purificador de FUEGO, detiene el ataque de un monstruo con tipo de atributo FUEGO.,Trampa,FUEGO
Fuego Purificador de VIENTO,Fuego Purificador de VIENTO, detiene el ataque de un monstruo con tipo de atributo VIENTO.,Trampa,VIENTO
Torbellino Aéreo de AGUA,Torbellino Aéreo de AGUA, detiene el ataque de un monstruo con tipo de atributo AGUA.,Trampa,AGUA
Espejo Oscuro de LUZ,Espejo Oscuro de LUZ, detiene el ataque de un monstruo con tipo de atributo LUZ.,Trampa,LUZ
Espejo Oscuro de TIERRA,Espejo Oscuro de TIERRA, detiene el ataque de un monstruo con tipo de atributo TIERRA.,Trampa,TIERRA
Barricada Mágica de FUEGO,Barricada Mágica de FUEGO, detiene el ataque de un monstruo con tipo de atributo FUEGO.,Trampa,FUEGO
Fuego Purificador de LUZ,Fuego Purificador de LUZ, detiene el ataque de un monstruo con tipo de atributo LUZ.,Trampa,LUZ
Torbellino Aéreo de OSCURIDAD,Torbellino Aéreo de OSCURIDAD, detiene el ataque de un monstruo con tipo de atributo OSCURIDAD.,Trampa,OSCURIDAD
Barricada Mágica de LUZ,Barricada Mágica de LUZ, detiene el ataque de un monstruo con tipo de atributo LUZ.,Trampa,LUZ
Barricada Mágica de AGUA,Barricada Mágica de AGUA, detiene el ataque de un monstruo con tipo de atributo AGUA.,Trampa,AGUA
Tornado de Polvo de AGUA,Tornado de Polvo de AGUA, detiene el ataque de un monstruo con tipo de atributo AGUA.,Trampa,AGUA
Muralla de Agua de OSCURIDAD,Muralla de Agua de OSCURIDAD, detiene el ataque de un monstruo con tipo de atributo OSCURIDAD.,Trampa,OSCURIDAD
Torbellino Aéreo de FUEGO,Torbellino Aéreo de FUEGO, detiene el ataque de un monstruo con tipo de atributo FUEGO.,Trampa,FUEGO
Tornado de Polvo de AGUA,Tornado de Polvo de AGUA, detiene el ataque de un monstruo con tipo de atributo AGUA.,Trampa,AGUA
Muralla de Agua de OSCURIDAD,Muralla de Agua de OSCURIDAD, detiene el ataque de un monstruo con tipo de atributo OSCURIDAD.,Trampa,OSCURIDAD
Tornado de Polvo de VIENTO,Tornado de Polvo de VIENTO, detiene el ataque de un monstruo con tipo de atributo VIENTO.,Trampa,VIENTO
Tornado de Polvo de OSCURIDAD,Tornado de Polvo de OSCURIDAD, detiene el ataque de un monstruo con tipo de atributo OSCURIDAD.,Trampa,OSCURIDAD
Espejo Oscuro de AGUA,Espejo Oscuro de AGUA, detiene el ataque de un monstruo con tipo de atributo AGUA.,Trampa,AGUA
Muralla de Agua de FUEGO,Muralla de Agua de FUEGO, detiene el ataque de un monstruo con tipo de atributo FUEGO.,Trampa,FUEGO
Espejo Oscuro de OSCURIDAD,Espejo Oscuro de OSCURIDAD, detiene el ataque de un monstruo con tipo de atributo OSCURIDAD.,Trampa,OSCURIDAD




